,sentiment,sentiment,political,political,propaganda,propaganda
,corr,p,corr,p,corr,p
weat_5,0.656429786889231,2.355141017701008e-06,0.5646717322632971,1.2975918473376089e-05,0.6059491978609626,0.0001861303245685583
