,sentiment,sentiment,political,political,propaganda,propaganda
,corr,p,corr,p,corr,p
weat_5,0.6761528326745717,3.4425197352951e-07,0.49304364398704015,0.00015199305197450167,0.7087853323147442,2.716340319727565e-06
