,sentiment,sentiment,political,political,propaganda,propaganda
,corr,p,corr,p,corr,p
weat_5,0.9062753036437248,2.0796365626352792e-15,0.73292589763178,8.261974341833894e-07,0.8308300395256916,1.6399068163975945e-12
