,sentiment,sentiment,political,political,propaganda,propaganda
,corr,p,corr,p,corr,p
weat_5,0.6791831357048748,2.9119602158815906e-07,0.6690856313497822,5.8868514181889334e-08,0.7042016806722688,3.3601862330229143e-06
