,sentiment,sentiment,political,political,propaganda,propaganda
,corr,p,corr,p,corr,p
weat_5,0.9002635046113306,3.944049209900262e-17,0.7312616259984681,1.8437719583036273e-07,0.809559050262103,9.682554175712352e-12
