,sentiment,sentiment,political,political,propaganda,propaganda
,corr,p,corr,p,corr,p
weat_5,0.9257022047719722,6.513906001846001e-19,0.6152204836415363,5.0752880483786356e-05,0.6354070305272896,1.6009930932018478e-06
