,sentiment,sentiment,patriotism,patriotism,economic,economic,conspiratorial,conspiratorial,religious,religious,racist,racist,ethic,ethic,political,political,propaganda,propaganda
,corr,p,corr,p,corr,p,corr,p,corr,p,corr,p,corr,p,corr,p,corr,p
weat_5,0.9022769629689654,3.356902182247275e-16,,,,,,,,,,,,,0.7231474407944997,1.3579528013342076e-06,0.7592885375494071,1.4871988055541892e-09
