,sentiment,sentiment,patriotism,patriotism,economic,economic,conspiratorial,conspiratorial,religious,religious,racist,racist,ethic,ethic,political,political,propaganda,propaganda
,corr,p,corr,p,corr,p,corr,p,corr,p,corr,p,corr,p,corr,p,corr,p
weat_5,0.9143610013175228,1.7204482720443042e-18,,,,,,,,,,,,,0.6244665718349929,2.7882406490655807e-05,0.6373469387755102,8.46093709163218e-07
